Date,High,Low,Open,Close,Volume,Adj Close
2005-01-03,88.83999633789062,88.16000366210938,88.18000030517578,88.73999786376953,1168000.0,52.345558166503906
2005-01-04,88.75,87.80999755859375,88.72000122070312,87.80999755859375,1935400.0,51.796932220458984
2005-01-05,88.55000305175781,87.94000244140625,87.98999786376953,88.27999877929688,1094100.0,52.07422637939453
2005-01-06,88.54000091552734,88.22000122070312,88.29000091552734,88.33999633789062,1057400.0,52.10961151123047
2005-01-07,88.87000274658203,88.3499984741211,88.76000213623047,88.54000091552734,738700.0,52.227603912353516
2005-01-10,88.72000122070312,88.47000122070312,88.63999938964844,88.68000030517578,379400.0,52.31019973754883
2005-01-11,89.27999877929688,88.73999786376953,88.9000015258789,89.19999694824219,844100.0,52.61692428588867
2005-01-12,89.44000244140625,88.80000305175781,88.87000274658203,89.31999969482422,722000.0,52.68767547607422
2005-01-13,90.18000030517578,89.7300033569336,89.75,90.18000030517578,1876700.0,53.194976806640625
2005-01-14,90.4000015258789,89.80999755859375,89.9000015258789,90.16999816894531,1043800.0,53.1890983581543
2005-01-18,90.48999786376953,89.7300033569336,89.80000305175781,90.47000122070312,1251600.0,53.36604690551758
2005-01-19,90.83999633789062,90.2699966430664,90.80000305175781,90.7300033569336,655800.0,53.519447326660156
2005-01-20,91.0199966430664,90.3499984741211,90.41999816894531,90.91000366210938,1064200.0,53.625614166259766
2005-01-21,91.05000305175781,90.5199966430664,90.5999984741211,91.01000213623047,606300.0,53.684566497802734
2005-01-24,91.5,91.0,91.08999633789062,91.4000015258789,561400.0,53.914649963378906
2005-01-25,91.4000015258789,90.51000213623047,91.36000061035156,90.54000091552734,1942200.0,53.4073371887207
2005-01-26,90.91999816894531,90.62999725341797,90.8499984741211,90.70999908447266,709800.0,53.507606506347656
2005-01-27,90.69999694824219,90.33999633789062,90.5199966430664,90.54000091552734,463900.0,53.4073371887207
2005-01-28,91.5999984741211,91.16999816894531,91.22000122070312,91.44999694824219,1128000.0,53.94415283203125
2005-01-31,91.75,91.29000091552734,91.33000183105469,91.70999908447266,1313900.0,54.097476959228516
2005-02-01,91.5,91.05000305175781,91.44000244140625,91.22000122070312,948200.0,54.01165008544922
2005-02-02,91.45999908447266,91.08999633789062,91.19999694824219,91.43000030517578,760300.0,54.13597106933594
2005-02-03,91.44000244140625,91.05999755859375,91.05999755859375,91.37999725341797,505800.0,54.106353759765625
2005-02-04,92.94000244140625,92.45999908447266,92.47000122070312,92.6500015258789,3483900.0,54.858299255371094
2005-02-07,93.41999816894531,92.69999694824219,92.73999786376953,93.33999633789062,1064600.0,55.266929626464844
2005-02-08,94.12000274658203,93.33000183105469,93.37000274658203,93.87000274658203,1383800.0,55.580718994140625
2005-02-09,94.23999786376953,93.37999725341797,93.44000244140625,94.12000274658203,2125800.0,55.72874450683594
2005-02-10,93.68000030517578,92.75,93.48999786376953,92.8499984741211,1240000.0,54.97677993774414
2005-02-11,92.9800033569336,92.4000015258789,92.45999908447266,92.79000091552734,1275200.0,54.94123840332031
2005-02-14,93.20999908447266,92.7300033569336,92.9000015258789,93.08000183105469,295000.0,55.1129264831543
2005-02-15,92.86000061035156,92.56999969482422,92.5999984741211,92.61000061035156,900200.0,54.83462905883789
2005-02-16,92.56999969482422,91.80000305175781,92.51000213623047,92.26000213623047,1189700.0,54.62742614746094
2005-02-17,92.13999938964844,91.5999984741211,91.76000213623047,91.68000030517578,1146400.0,54.28400421142578
2005-02-18,90.94999694824219,90.45999908447266,90.55000305175781,90.86000061035156,2655800.0,53.7984504699707
2005-02-22,90.75,90.4000015258789,90.62999725341797,90.45999908447266,914600.0,53.561676025390625
2005-02-23,91.16999816894531,90.43000030517578,91.13999938964844,90.76000213623047,1115000.0,53.73931121826172
2005-02-24,91.33000183105469,90.55999755859375,91.16000366210938,90.55999755859375,798500.0,53.620845794677734
2005-02-25,91.13999938964844,90.62000274658203,90.88999938964844,91.0,588800.0,53.881370544433594
2005-02-28,91.0999984741211,89.88999938964844,91.0999984741211,90.0199966430664,2797300.0,53.30110168457031
2005-03-01,89.86000061035156,89.44999694824219,89.54000091552734,89.70999908447266,1648500.0,53.28450012207031
2005-03-02,89.72000122070312,89.41999816894531,89.44999694824219,89.58999633789062,1139300.0,53.21320724487305
2005-03-03,89.80000305175781,89.44999694824219,89.62000274658203,89.54000091552734,1600600.0,53.18350601196289
2005-03-04,90.66999816894531,89.87000274658203,89.98999786376953,90.51000213623047,1567000.0,53.759639739990234
2005-03-07,90.98999786376953,90.75,90.8499984741211,90.87000274658203,889800.0,53.973480224609375
2005-03-08,90.2699966430664,89.94000244140625,90.12999725341797,90.01000213623047,680400.0,53.462711334228516
2005-03-09,89.4000015258789,88.44000244140625,89.18000030517578,88.54000091552734,2549600.0,52.589561462402344
2005-03-10,89.33000183105469,88.38999938964844,88.73999786376953,89.08000183105469,1357700.0,52.91025161743164
2005-03-11,88.87000274658203,88.4000015258789,88.6500015258789,88.43000030517578,1017900.0,52.524192810058594
2005-03-14,89.0,88.30000305175781,88.37000274658203,88.95999908447266,805000.0,52.83901596069336
2005-03-15,89.30000305175781,88.4000015258789,89.29000091552734,88.4000015258789,963900.0,52.50640869140625
2005-03-16,89.36000061035156,88.54000091552734,88.54000091552734,88.94000244140625,2097800.0,52.82712936401367
